app_id,category,reviews,size,installs,price,suitable_for,last_update,latest_ver,popularity
501319,SOCIAL,1902,5.2M,"100,000+",0,Everyone,"June 5, 2014",1.3,High
253838,FOOD_AND_DRINK,10741,41M,"1,000,000+",0,Everyone,"July 23, 2018",5.2.2,Low
701842,FINANCE,100,11M,"10,000+",0,Everyone,"June 13, 2017",3.0.830,Low
289363,BUSINESS,287,9.8M,"50,000+",0,Everyone,"October 26, 2015",1.0.0.32,Low
720663,HEALTH_AND_FITNESS,6238,3.9M,"500,000+",0,Everyone,"July 30, 2018",1.1.22,High
511288,TOOLS,198,2.8M,"100,000+",0,Everyone,"April 22, 2014",9.7.753080,Low
280041,FAMILY,100,4.5M,"5,000+",0,Everyone,"August 5, 2018",2.0,High
591837,BEAUTY,40,13M,"10,000+",0,Everyone,"April 11, 2018",20,Low
83935,PRODUCTIVITY,41624,3.4M,"1,000,000+",0,Everyone,"May 24, 2018",1.2.4,High
661540,SPORTS,160,6.4M,"10,000+",0,Everyone,"August 4, 2018",4.0,High
809009,FAMILY,3,13M,10+,0,Everyone,"July 3, 2018",1.0,High
253344,PRODUCTIVITY,6320,6.3M,"100,000+",0,Everyone,"December 10, 2016",2.0,High
393895,FAMILY,302,3.0M,"50,000+",0,Everyone,"November 30, 2017",3.3,High
175406,FAMILY,2,21M,"1,000+",0,Everyone,"July 27, 2018",5.33.3669,Low
849157,PERSONALIZATION,202474,3.0M,"10,000,000+",0,Teen,"August 9, 2017",2.6.0,High
757650,MEDICAL,18,45M,"1,000+",0,Everyone,"June 5, 2018",1.2.4,Low
21612,TOOLS,57,13M,"5,000+",0,Everyone,"July 4, 2018",1.0.988,High
193809,BUSINESS,8,2.6M,"5,000+",0,Everyone,"October 31, 2017",2.0,High
958222,TOOLS,20418,4.3M,"1,000,000+",0,Everyone,"April 8, 2018",4.54,High
541320,MEDICAL,3,20M,100+,0,Everyone,"July 19, 2018",1.0,High
838828,FAMILY,12,28M,"1,000+",0,Everyone,"March 26, 2018",1.3.6,High
597834,EDUCATION,1405,7.3M,"100,000+",0,Everyone,"March 29, 2018",2.4.4,Low
342425,WEATHER,3252,3.8M,"50,000+",0,Everyone,"June 25, 2017",1.2.6,High
532847,VIDEO_PLAYERS,12,2.9M,500+,0,Everyone,"October 20, 2015",1.7,Low
809456,GAME,3073251,33M,"50,000,000+",0,Everyone 10+,"July 25, 2018",4.1.1,High
942192,FAMILY,28,23M,"1,000+",$1.99,Everyone,"January 13, 2014",1.02,High
456655,FAMILY,6,3.2M,"1,000+",0,Everyone,"July 3, 2017",1.0,Low
675351,FAMILY,13,42M,100+,$0.99,Everyone,"September 16, 2016",1.0.5,Low
92997,PERSONALIZATION,13466,3.4M,"500,000+",0,Everyone,"June 19, 2018",1.9,High
815668,GAME,14198297,52M,"100,000,000+",0,Everyone,"July 31, 2018",4.0.0,High
447762,FINANCE,252,18M,"10,000+",0,Everyone,"October 11, 2017",1.4.1033,Low
352001,MEDICAL,41,14M,"1,000+",$9.99,Everyone,"May 6, 2015",1.3.4,Low
465832,GAME,2698348,78M,"100,000,000+",0,Everyone,"July 31, 2018",2.8.2.59,High
714806,TOOLS,71852,22M,"5,000,000+",0,Everyone,"May 23, 2018",1.12.0,Low
43274,LIFESTYLE,2,8.8M,100+,0,Everyone,"January 14, 2017",1.0,High
748264,TOOLS,3491,7.3M,"1,000,000+",0,Everyone,"July 31, 2018",3.15,Low
87676,GAME,15829,95M,"1,000,000+",0,Everyone,"July 24, 2018",1.29,High
126163,COMMUNICATION,8,1.1M,"1,000+",0,Everyone,"July 6, 2018",1.0.56,High
432402,GAME,21119,48M,"100,000+",$4.99,Everyone,"April 18, 2018",1.0.1,High
678132,LIFESTYLE,2,1.3M,100+,0,Everyone,"February 2, 2017",1.01,High
362219,BUSINESS,23,28M,"1,000+",0,Everyone,"April 30, 2018",2.4.1,High
902202,GAME,171448,13M,"10,000,000+",0,Teen,"August 3, 2018",1.0.109,High
26531,EVENTS,16,2.3M,100+,0,Everyone,"July 9, 2018",1.14,High
544584,NEWS_AND_MAGAZINES,175110,25M,"10,000,000+",0,Mature 17+,"August 6, 2018",6.7.3,High
207188,DATING,3,3.9M,100+,0,Mature 17+,"July 17, 2018",1.0.0,Low
683151,FAMILY,19170,70M,"1,000,000+",0,Everyone,"March 15, 2017",1.4.2,High
363951,AUTO_AND_VEHICLES,5,9.0M,"1,000+",0,Everyone,"May 8, 2018",1.0.0,Low
304720,EDUCATION,75112,6.5M,"1,000,000+",0,Everyone,"November 11, 2017",2.09,High
11311,SOCIAL,7,18M,100+,0,Everyone,"July 25, 2018",1.0,High
620072,SPORTS,53,12M,"1,000+",0,Teen,"August 6, 2016",060816,High
32124,PERSONALIZATION,10158,3.6M,"500,000+",0,Everyone,"March 1, 2018",1.5,High
615283,HEALTH_AND_FITNESS,5,14M,100+,0,Everyone,"July 2, 2018",1.0.1,High
845884,FAMILY,2200,73M,"1,000,000+",0,Everyone,"July 23, 2018",1.1.0,High
737042,PRODUCTIVITY,1880,18M,"50,000+",$1.49,Everyone,"July 1, 2018",6.08,High
183160,PRODUCTIVITY,626,1.2M,"100,000+",0,Everyone,"June 23, 2015",1.1,Low
904803,SPORTS,177,1.1M,"10,000+",0,Everyone,"September 17, 2015",1.0,High
761314,MEDICAL,330,17M,"50,000+",0,Everyone,"July 31, 2018",1.12,High
668336,EDUCATION,254519,27M,"5,000,000+",0,Everyone,"July 20, 2018",2.8.1,High
703762,GAME,216675,30M,"10,000,000+",0,Everyone,"August 1, 2018",2.2.7,High
792650,TOOLS,75336,544k,"1,000,000+",0,Everyone,"February 5, 2016",1.3,Low
292109,SHOPPING,245104,35M,"5,000,000+",0,Everyone,"August 1, 2018",3.6.0,High
648086,PRODUCTIVITY,91,2.8M,"5,000+",0,Everyone,"July 16, 2018",0.0.52,Low
991533,SOCIAL,3782,63M,"50,000+",0,Teen,"July 13, 2018",1.8.19106,High
232634,GAME,14,45M,100+,0,Teen,"June 29, 2018",1.0,High
313820,PRODUCTIVITY,91397,14M,"1,000,000+",0,Everyone,"July 3, 2018",3.4.4,High
482873,PERSONALIZATION,298321,14M,"10,000,000+",0,Everyone,"August 5, 2018",2.5.5.9,High
96719,FAMILY,412744,10M,"10,000,000+",0,Everyone,"July 19, 2018",0.2.7,High
458387,FAMILY,14692,45M,"1,000,000+",0,Everyone,"July 19, 2018",1.173.126,High
973689,FAMILY,6,9.2M,"1,000+",0,Everyone,"January 24, 2018",1.0,High
677952,PRODUCTIVITY,122424,4.7M,"5,000,000+",0,Everyone,"March 16, 2018",1.35.2,High
383675,FAMILY,1318,24M,"50,000+",0,Teen,"March 5, 2018",1.0.21,High
759470,BEAUTY,104,12M,"10,000+",0,Everyone,"June 26, 2018",1.3,High
4015,GAME,584126,64M,"10,000,000+",0,Everyone 10+,"July 27, 2018",1.5.4,High
848308,SPORTS,60,24M,"1,000+",$1.99,Everyone,"March 7, 2014",1.03,High
852704,EDUCATION,4075,5.1M,"500,000+",0,Everyone,"June 22, 2018",2.1.8,High
711945,AUTO_AND_VEHICLES,2431,2.4M,"100,000+",0,Everyone,"June 12, 2018",1.37,High
511962,BUSINESS,5,14M,100+,0,Everyone,"March 20, 2018",2.0.2,High
733164,DATING,2,17M,100+,$7.99,Mature 17+,"January 21, 2017",1.0.1,Low
453870,COMMUNICATION,78,2.5M,"10,000+",0,Everyone,"March 31, 2018",4.5,Low
587756,COMMUNICATION,265,2.6M,"10,000+",$2.99,Everyone,"January 6, 2018",2.28,High
370278,MAPS_AND_NAVIGATION,19,6.0M,"5,000+",0,Everyone,"July 12, 2017",1.2,Low
252999,PHOTOGRAPHY,8,2.4M,"1,000+",0,Everyone,"November 21, 2017",1.0,Low
6340,FINANCE,178,12M,"1,000+",0,Everyone,"June 12, 2018",5.9.1.0,High
110590,GAME,152102,18M,"10,000,000+",0,Teen,"June 30, 2018",4.16,Low
745421,TOOLS,36,3.2M,100+,0,Teen,"August 2, 2017",1.0,High
30976,MEDICAL,18,13M,"10,000+",0,Everyone,"March 16, 2018",2.0,High
246175,FINANCE,62,17M,"10,000+",0,Everyone,"June 26, 2017",0.1.8,Low
369928,NEWS_AND_MAGAZINES,75,8.1M,"5,000+",0,Everyone,"July 25, 2018",5.1,High
491370,WEATHER,54090,4.0M,"5,000,000+",0,Everyone,"February 28, 2018",6.6,High
858739,GAME,520962,39M,"10,000,000+",0,Teen,"June 28, 2017",108,High
527919,EDUCATION,14206,21M,"500,000+",0,Everyone,"July 26, 2018",1.16,High
964932,PERSONALIZATION,56,26M,"10,000+",$0.99,Everyone,"June 29, 2018",1.6.2,High
176496,FAMILY,22,3.6M,"1,000+",0,Everyone,"November 7, 2017",2.0,High
653221,SOCIAL,144,12M,"1,000+",0,Teen,"January 31, 2017",1.0.12,High
532685,TOOLS,54,20M,"5,000+",0,Everyone,"June 7, 2018",1.1.2,Low
318513,FAMILY,11,2.9M,500+,0,Everyone,"August 15, 2017",3.0,High
272210,PERSONALIZATION,1500,41M,"10,000+",$1.99,Everyone,"January 5, 2017",3.3.3,High
710484,GAME,191,7.2M,"5,000+",0,Everyone,"July 31, 2018",4.1.2,High
525299,EDUCATION,32346,3.2M,"1,000,000+",0,Everyone,"December 18, 2017",1.3.8,High
81864,AUTO_AND_VEHICLES,9,8.4M,100+,0,Everyone,"March 23, 2018",2.2.0,Low
812703,MEDICAL,93,924k,"10,000+",0,Teen,"January 25, 2013",1.1,High
408066,TOOLS,59,1.8M,"10,000+",0,Everyone,"October 19, 2017",2.3.1,Low
709481,GAME,38297,6.4M,"10,000,000+",0,Everyone,"July 5, 2018",1.0.8,High
167541,BUSINESS,416,6.0M,"10,000+",0,Everyone,"June 30, 2018",1.2,High
170947,BUSINESS,22,4.1M,"1,000+",0,Everyone,"May 23, 2017",1.9,Low
770623,FAMILY,119,17M,"1,000+",0,Everyone,"November 18, 2016",1.0,High
935805,FINANCE,256,28M,"10,000+",0,Everyone,"November 2, 2017",200,Low
602115,FAMILY,2,12M,"1,000+",0,Everyone,"July 4, 2016",1.0,High
275987,FAMILY,256219,95M,"10,000,000+",0,Everyone,"July 31, 2018",1.64.0.21247,High
335004,MEDICAL,102858,9.8M,"1,000,000+",0,Everyone,"August 3, 2018",2.2.4,High
491222,LIFESTYLE,33,28M,500+,0,Everyone,"May 7, 2018",1.9.0.0,High
43939,HOUSE_AND_HOME,30,25M,"1,000+",0,Everyone,"August 1, 2018",2.4,High
71186,TOOLS,1,3.7M,10+,0,Everyone,"July 13, 2018",2.0,High
503069,FAMILY,15301,18M,"100,000+",$2.99,Everyone,"July 18, 2018",3.0.5,High
44869,MEDICAL,83,3.2M,"10,000+",0,Everyone,"July 30, 2018",6.6,Low
397537,TOOLS,76,2.2M,"50,000+",0,Everyone,"April 5, 2018",1.4,High
34124,MAPS_AND_NAVIGATION,38375,49M,"1,000,000+",0,Everyone,"July 26, 2018",3.0.2,High
884703,NEWS_AND_MAGAZINES,9,17M,500+,0,Everyone,"June 4, 2018",1.0.3,High
562450,TRAVEL_AND_LOCAL,83,6.7M,"50,000+",0,Everyone,"July 5, 2018",1.0.17.3905,Low
945044,BOOKS_AND_REFERENCE,12,50M,100+,$3.99,Everyone,"June 13, 2016",1.0.0,High
800891,FAMILY,2,4.2M,10+,0,Everyone 10+,"March 25, 2016",1.1,High
351338,SPORTS,117,4.4M,"1,000+",$0.99,Everyone,"February 9, 2017",2.9,High
942144,BOOKS_AND_REFERENCE,1777,23M,"50,000+",0,Everyone,"February 15, 2015",1.1,High
478965,SPORTS,1420,20M,"10,000+",0,Everyone,"July 12, 2018",2.5.0,High
519155,BUSINESS,97,9.9M,"10,000+",0,Everyone,"June 13, 2018",4.5.9,Low
843261,MEDICAL,199,1.8M,"10,000+",$11.99,Everyone,"June 27, 2018",3.0.5,High
36204,FAMILY,625,26M,"100,000+",0,Everyone,"July 30, 2018",4.0,High
573390,SOCIAL,37090,4.8M,"500,000+",0,Teen,"August 1, 2018",5.4,High
322413,FAMILY,9199,80M,"500,000+",0,Everyone,"August 3, 2018",1.2.7,High
39634,FAMILY,630,8.3M,"10,000+",$1.59,Everyone,"July 27, 2018",3.9.3,High
26590,LIFESTYLE,17,3.1M,"5,000+",0,Everyone,"July 29, 2018",1.1,Low
150325,FAMILY,13,1.3M,"1,000+",0,Everyone,"October 20, 2016",1.1,High
181004,FAMILY,244039,46M,"5,000,000+",0,Everyone 10+,"June 4, 2018",3.0.5.2,High
437926,TOOLS,4786,13M,"500,000+",0,Everyone,"May 24, 2018",1.2.84,Low
348365,FAMILY,16,7.8M,100+,0,Everyone,"July 29, 2018",4.0,High
129528,FAMILY,1997,1.8M,"5,000+",0,Everyone,"July 21, 2018",1.0,High
123584,SOCIAL,42621,23M,"1,000,000+",0,Teen,"August 7, 2018",2.1.05,High
619825,COMMUNICATION,83,13M,"10,000+",0,Everyone,"April 26, 2018",2.4.0,Low
169877,SPORTS,2,26M,5+,0,Everyone,"February 21, 2018",1.0,Low
913588,PRODUCTIVITY,25985,6.9M,"1,000,000+",0,Everyone,"July 20, 2018",1.0.167,High
537313,TOOLS,17,523k,"1,000+",0,Everyone,"October 10, 2014",1.8.2014.10.10.11.10.51.0400,Low
7848,FAMILY,4,21M,"1,000+",0,Everyone,"September 22, 2017",1.1,Low
518430,GAME,58575,96M,"1,000,000+",0,Teen,"February 21, 2018",2.55,High
352323,TOOLS,2889,2.5M,"500,000+",0,Everyone,"July 27, 2016",1.1.0,Low
792405,TOOLS,1916,364k,"100,000+",0,Everyone,"December 31, 2015",1.8.8,High
255673,FAMILY,9626,28M,"1,000,000+",0,Everyone,"February 7, 2018",1.1,High
561955,ART_AND_DESIGN,3632,5.5M,"500,000+",0,Everyone,"July 31, 2018",3.1,High
79713,SOCIAL,5369,63M,"50,000+",0,Teen,"July 13, 2018",1.8.19106,High
965108,MAPS_AND_NAVIGATION,8,32M,"1,000+",0,Everyone,"August 1, 2017",2.0.0,Low
734249,NEWS_AND_MAGAZINES,6066,56M,"1,000,000+",0,Everyone,"April 16, 2018",2.1.4,Low
460104,PERSONALIZATION,127,9.5M,"5,000+",0,Everyone,"May 4, 2018",8.0,High
444040,PERSONALIZATION,649568,26M,"10,000,000+",0,Everyone,"August 1, 2018",4.12.0.44682,High
618455,LIFESTYLE,53652,39M,"1,000,000+",0,Everyone,"August 5, 2018",2.15,High
977218,PHOTOGRAPHY,267378,1.9M,"10,000,000+",0,Everyone,"July 11, 2015",1.4.6,High
220453,SHOPPING,315908,52M,"10,000,000+",0,Everyone,"August 1, 2018",5.21.1,High
18067,BUSINESS,1819,10M,"100,000+",0,Everyone,"July 16, 2018",2.2.180712.112152,High
335629,BOOKS_AND_REFERENCE,4620,19M,"500,000+",0,Everyone,"November 23, 2017",2.0,High
167273,TOOLS,5,9.1M,"1,000+",0,Everyone,"May 25, 2018",2.12.0,High
97032,COMMUNICATION,183374,44M,"1,000,000+",0,Everyone,"August 1, 2018",1.9.4.74,High
789457,SOCIAL,117,63M,"1,000+",0,Teen,"July 13, 2018",1.8.19106,High
324659,LIBRARIES_AND_DEMO,1919,8.1M,"500,000+",0,Everyone,"July 11, 2018",5.9.1,Low
165575,FAMILY,2576,44M,"10,000+",$4.99,Everyone,"March 9, 2018",1.0.5,High
379952,GAME,1135631,59M,"50,000,000+",0,Teen,"May 29, 2018",1.4.0.1,High
368229,FAMILY,256,30M,"10,000+",0,Everyone,"July 13, 2018",1.7,High
562647,BOOKS_AND_REFERENCE,156,2.1M,"10,000+",0,Everyone,"June 11, 2018",2.0,High
342746,VIDEO_PLAYERS,71,10M,"10,000+",0,Everyone,"July 18, 2018",3.08,Low
384938,FAMILY,366,6.0M,"50,000+",0,Everyone,"January 5, 2018",1.0,Low
894646,TOOLS,3,55k,100+,0,Everyone,"October 6, 2014",1.0,High
231698,GAME,990491,75M,"10,000,000+",0,Everyone,"May 24, 2018",1.0.27,High
107813,PHOTOGRAPHY,2,9.3M,100+,0,Everyone,"September 19, 2017",1.0.0,Low
417781,FAMILY,8,14M,10+,0,Everyone,"August 1, 2018",1.1,High
793300,FAMILY,1,18M,100+,0,Everyone,"August 2, 2018",1.0,High
756175,PERSONALIZATION,216,5.7M,"50,000+",0,Everyone,"April 13, 2018",1.4,High
53213,FAMILY,1564,35M,"50,000+",0,Everyone,"May 25, 2018",1.1.0,High
907798,TOOLS,2420,1.8M,"1,000,000+",0,Everyone,"June 3, 2016",1.1.8,Low
253412,GAME,152658,29M,"1,000,000+",0,Teen,"September 12, 2014",2.1.8,High
861914,TOOLS,92958,36M,"1,000,000+",0,Everyone,"July 27, 2018",1.13.0,High
224203,GAME,946926,57M,"50,000,000+",0,Everyone,"March 5, 2018",2.10.2,High
685895,GAME,1,24M,10+,0,Everyone,"March 5, 2018",2.0,High
223295,FAMILY,877576,12M,"10,000,000+",0,Everyone,"May 14, 2016",6.0,High
743726,FAMILY,11716,48M,"1,000,000+",0,Everyone,"August 3, 2018",8.4.3180,High
726552,FAMILY,97,2.6M,"10,000+",0,Everyone,"January 20, 2018",3.0,High
712722,FAMILY,11436,15M,"1,000,000+",0,Everyone,"April 17, 2018",2.2.3169,High
680769,MAPS_AND_NAVIGATION,30,4.8M,"5,000+",0,Everyone,"February 17, 2016",1.2,Low
710909,FINANCE,2374,16M,"10,000+",0,Everyone,"July 31, 2018",5.10.1.0,High
450125,MEDICAL,21189,36M,"1,000,000+",0,Everyone,"August 6, 2018",3.52.1,High
440365,LIFESTYLE,28,121k,"1,000+",0,Everyone,"January 23, 2016",1.0.0.8,Low
662626,FAMILY,5,5.2M,"1,000+",0,Everyone,"December 2, 2017",4.0,Low
678397,COMMUNICATION,93930,14M,"5,000,000+",0,Everyone,"August 1, 2018",4.0.8,High
133431,SOCIAL,60562,15M,"5,000,000+",0,Mature 17+,"August 6, 2018",1.3.2,High
972388,PERSONALIZATION,69488,9.7M,"1,000,000+",0,Everyone,"July 8, 2018",6.07,High
742400,LIFESTYLE,7578,25M,"1,000,000+",0,Everyone,"July 24, 2018",3.98,Low
946090,TOOLS,83,3.1M,500+,$3.99,Everyone,"June 1, 2018",2.0.0,High
916629,EVENTS,69,334k,"1,000+",0,Teen,"July 22, 2018",1.0,High
407779,TOOLS,21592,25M,"10,000,000+",0,Everyone,"October 24, 2017",10.1.1,Low
993497,FAMILY,166886,21M,"10,000,000+",0,Everyone 10+,"July 29, 2018",3.6.2,High
547843,ART_AND_DESIGN,20260,25M,"500,000+",0,Everyone,"October 11, 2017",1.0.8,High
205250,GAME,137338,51M,"5,000,000+",0,Everyone,"July 13, 2018",1.44,High
880779,FINANCE,12,775k,100+,0,Everyone,"September 5, 2013",1.11,High
649651,PERSONALIZATION,440,920k,"500,000+",0,Everyone,"May 23, 2018",1.9.2.180419172639.3246,High
488840,FAMILY,138,2.1M,"10,000+",0,Everyone,"September 22, 2017",1.0,High
156863,TOOLS,88993,1.5M,"10,000,000+",0,Everyone,"June 10, 2018",3.2.6,High
99016,PRODUCTIVITY,11200,11M,"5,000,000+",0,Everyone,"July 23, 2018",3.1.1,Low
158842,TOOLS,24,4.7M,"10,000+",0,Everyone,"April 11, 2016",1.0,Low
147775,NEWS_AND_MAGAZINES,10,5.0M,100+,0,Everyone,"July 14, 2018",1.0,High
426543,MEDICAL,3707,10M,"500,000+",0,Everyone,"July 28, 2018",4.36,Low
516962,TOOLS,247,8.2M,"10,000+",0,Everyone,"March 15, 2017",1.0.6,Low
466140,PERSONALIZATION,7583,3.8M,"500,000+",0,Everyone 10+,"July 4, 2018",2.6.2.1,High
78091,ART_AND_DESIGN,158,11M,"10,000+",0,Everyone,"November 29, 2017",1.3,High
868081,MEDICAL,2,83M,10+,0,Everyone,"July 12, 2018",1.0,High
425388,DATING,125,4.7M,"5,000+",0,Mature 17+,"July 8, 2018",8.2,High
282275,LIFESTYLE,3,2.6M,500+,0,Everyone,"January 12, 2016",1.0,Low
201558,FAMILY,15,26M,"1,000+",0,Everyone,"December 19, 2017",4.5.3,High
56350,SPORTS,50179,23M,"1,000,000+",0,Everyone,"August 2, 2018",2.5.7.1,Low
373394,DATING,6,5.0M,100+,0,Mature 17+,"August 1, 2018",8.2,High
937643,FAMILY,1014822,56M,"50,000,000+",0,Everyone,"June 29, 2017",1.2.3,High
169819,LIFESTYLE,2,3.0M,100+,0,Everyone,"June 7, 2018",3.9.9.2,Low
272779,FAMILY,303,42M,"10,000+",0,Everyone,"July 22, 2018",2.0.5,High
657763,TOOLS,894435,3.1M,"50,000,000+",0,Teen,"July 1, 2018",2.2.8,High
151754,VIDEO_PLAYERS,2588730,9.7M,"50,000,000+",0,Everyone,"July 30, 2018",1.7.1.3,High
421791,COMMUNICATION,5,3.7M,50+,0,Everyone,"April 2, 2018",1.0,High
934633,FAMILY,353,2.3M,"100,000+",0,Everyone,"December 4, 2017",1.0,Low
553050,BEAUTY,38,7.1M,"10,000+",0,Everyone,"May 29, 2018",1.0,High
51630,PRODUCTIVITY,167406,18M,"1,000,000+",0,Everyone,"July 23, 2018",3.1.1281,High
423518,FAMILY,117,13M,"10,000+",0,Everyone,"November 21, 2017",1.03,High
918508,TOOLS,18,4.0M,100+,0,Everyone,"April 1, 2018",3.4.5,High
925344,PRODUCTIVITY,19,4.5M,500+,$8.99,Everyone,"November 3, 2016",1.0.8,Low
366074,GAME,10795,69M,"100,000+",$5.99,Everyone,"December 21, 2017",1.2.1.1712080,High
510142,FAMILY,65,24M,"10,000+",0,Everyone,"July 5, 2018",6.0,High
592313,FAMILY,69,3.1M,"1,000+",0,Everyone,"July 24, 2017",2.4,High
505673,FINANCE,472,965k,"5,000+",$399.99,Everyone,"May 1, 2017",3.4,Low
592055,TOOLS,85079,2.8M,"1,000,000+",0,Everyone,"July 17, 2018",1.0.4,High
217140,GAME,59,21M,500+,0,Everyone,"June 22, 2018",1.0,High
460532,GAME,114479,26M,"5,000,000+",0,Teen,"December 20, 2017",4.7.0,High
758713,FAMILY,14014,60M,"1,000,000+",0,Everyone,"July 6, 2018",7.32,High
109812,VIDEO_PLAYERS,13205,44M,"1,000,000+",0,Teen,"July 31, 2018",6.2.2.17136,Low
513587,HEALTH_AND_FITNESS,186,25M,"10,000+",0,Everyone,"May 19, 2018",1.1.0,Low
683102,NEWS_AND_MAGAZINES,67,12M,"1,000+",0,Everyone,"June 26, 2018",1.8,High
80646,COMICS,438,3.4M,"10,000+",0,Everyone,"December 27, 2017",1.0,High
953970,FAMILY,2195,37M,"10,000+",$2.99,Everyone,"August 2, 2016",1.3.3,High
598492,VIDEO_PLAYERS,39,12M,"10,000+",0,Everyone,"March 18, 2016",2.0,Low
43806,FAMILY,19,5.7M,"1,000+",0,Everyone,"January 5, 2018",1.0.4,High
591634,TOOLS,4210,1.9M,"100,000+",0,Everyone,"June 18, 2018",1.5.0,High
71816,COMMUNICATION,237468,8.8M,"1,000,000+",0,Everyone,"July 26, 2018",2018.1.715,High
612040,VIDEO_PLAYERS,4334,4.9M,"100,000+",0,Everyone,"November 4, 2015",3.1.891,Low
819099,FAMILY,3270,1.8M,"500,000+",0,Everyone,"August 18, 2015",1.0,Low
474023,GAME,5,12M,100+,0,Everyone,"August 6, 2018",0.99,High
64816,HEALTH_AND_FITNESS,3,2.4M,"1,000+",0,Everyone,"July 18, 2018",6.0,Low
563148,TOOLS,36557,14M,"1,000,000+",0,Everyone,"August 3, 2018",2.51,High
476196,MEDICAL,2657,24M,"500,000+",0,Everyone,"July 27, 2018",8.0.226,Low
769391,FAMILY,21,57M,"1,000+",0,Everyone,"April 6, 2018",1.0.0.5,Low
240139,FINANCE,161440,16M,"1,000,000+",0,Everyone,"August 3, 2018",3.2.18.07.30,High
659905,FINANCE,2,2.7M,100+,0,Everyone,"February 19, 2016",1.8,High
136647,ART_AND_DESIGN,7699,4.2M,"500,000+",0,Everyone 10+,"July 12, 2018",2.2.6.2,High
529643,PHOTOGRAPHY,10349,11M,"1,000,000+",0,Everyone,"July 29, 2017",1.6.0,High
465172,PARENTING,1413,14M,"100,000+",0,Mature 17+,"July 20, 2018",2.9.9,High
744303,GAME,43645,46M,"5,000,000+",0,Everyone,"May 25, 2018",2.2.13,High
291177,EVENTS,8,16M,500+,0,Everyone,"January 9, 2018",1.0.3,High
280615,FINANCE,19870,7.4M,"1,000,000+",0,Everyone,"July 24, 2018",2.9.5,High
839261,PRODUCTIVITY,5867,4.4M,"100,000+",0,Everyone,"October 31, 2017",1.0.2.9,High
548463,GAME,461137,60M,"10,000,000+",0,Everyone,"May 22, 2018",1.7.2,High
859588,MEDICAL,59158,11M,"1,000,000+",0,Everyone,"July 26, 2018",5.4.8,High
784623,FOOD_AND_DRINK,4925,17M,"1,000,000+",0,Everyone,"June 10, 2018",3.6.6,High
460681,COMMUNICATION,1130966,27M,"10,000,000+",0,Everyone,"June 6, 2018",1.9.1.013,High
174393,MEDICAL,623,20M,"50,000+",0,Teen,"July 29, 2018",4.0.5,High
300844,LIFESTYLE,82,8.7M,"5,000+",0,Everyone,"July 26, 2015",2.1,High
951579,MAPS_AND_NAVIGATION,89,2.3M,"10,000+",0,Mature 17+,"July 31, 2018",1.0.10.5,Low
785102,GAME,100805,50M,"1,000,000+",$2.99,Teen,"December 2, 2014",1.85,High
471938,TOOLS,1420,1.6M,"100,000+",0,Everyone,"November 9, 2015",1.0.606863,High
318061,PRODUCTIVITY,84,23M,"1,000+",$4.29,Mature 17+,"April 29, 2016",2.3.9,High
504250,HEALTH_AND_FITNESS,205299,31M,"5,000,000+",0,Everyone,"July 16, 2018",3.48,High
178033,SHOPPING,2,1.3M,100+,0,Everyone,"May 30, 2018",6.0,Low
829478,FINANCE,26,36M,"1,000+",0,Everyone,"February 21, 2018",1.0.38,Low
148571,COMICS,302,2.2M,"10,000+",0,Teen,"July 3, 2018",1.0,High
86720,TOOLS,12,2.0M,"1,000+",0,Everyone,"October 20, 2017",1.8.6,Low
322749,HEALTH_AND_FITNESS,19074,4.2M,"1,000,000+",0,Everyone,"January 17, 2018",16.0,High
523052,HEALTH_AND_FITNESS,5509,3.2M,"100,000+",0,Everyone,"July 3, 2018",4.7.0,High
652715,MEDICAL,214,68M,"1,000+",$33.99,Everyone,"October 2, 2017",2.1.35,Low
714489,ART_AND_DESIGN,253,3.7M,"50,000+",0,Everyone,"November 1, 2017",1.0.0,High
445247,NEWS_AND_MAGAZINES,3320,14M,"100,000+",0,Everyone,"August 3, 2018",4.30.0.9,High
216933,WEATHER,159455,10M,"1,000,000+",0,Everyone,"May 8, 2018",1.11.93,High
862184,FAMILY,6,2.9M,100+,0,Everyone,"December 21, 2017",1.0,Low
85952,SOCIAL,725,3.7M,"10,000+",0,Teen,"October 12, 2016",7.5.3,High
995322,MEDICAL,1288,38M,"100,000+",0,Everyone,"July 10, 2018",1.0.0.10,Low
472332,SOCIAL,225103,5.3M,"5,000,000+",0,Everyone,"June 13, 2018",5.1.1,High
194979,GAME,260651,51M,"10,000,000+",0,Everyone,"February 14, 2018",1.1,High
769245,FAMILY,267,1.5M,"10,000+",0,Everyone,"March 8, 2017",2.1.0,Low
253870,BEAUTY,49790,14M,"1,000,000+",0,Everyone,"November 9, 2017",2.3.0,High
183543,DATING,478,4.5M,"10,000+",0,Mature 17+,"June 28, 2018",8.2,High
372104,MEDICAL,10,4.3M,"1,000+",0,Everyone,"June 5, 2018",1.0,High
573445,FOOD_AND_DRINK,454,16M,"100,000+",0,Everyone,"March 28, 2018",2.0.0,High
765635,SPORTS,5517,5.2M,"500,000+",0,Everyone,"April 3, 2018",6.9.12,High
869407,MEDICAL,156410,14M,"5,000,000+",0,Everyone,"August 3, 2018",5.9.6,High
691274,TOOLS,70,3.2M,"1,000+",0,Everyone,"January 19, 2018",1.1.4,High
